,Sachkonten - Buchungen,,,,,,,,,,,
,,,,,,,,,,,,
,Gesendet um: ,09.02.2026 11:07:43 CET,,,,,,,,,,
,Daten benutzerbasiert: ,Thomas Gottschalk,,,,,,,,,,
,Berechtigungskontext: ,* (Keine Einschränkungen),,,,,,,,,,
,,,,,,,,,,,,
,Selektion:,,,,,,,,,,,
,Unternehmen,2 (NetCo Professional Services GmbH),,,,,,,,,,
,Rechnungslegungswerk,4010 (HGB),,,,,,,,,,
,Buchungsperiode/-jahr,[001.2025 ... 012.2025],,,,,,,,,,
,Sachkonto,460100 (Messekosten); 461000 (Werbekosten),,,,,,,,,,
,Anzeigewährung - Umrechnungsdatum,Heute - 09.02.2026,,,,,,,,,,
,,,,,,,,,,,,
,Sachkonto,,Buchungsdatum,Buchungsbeleg,Buchungsbelegposition,Positionstext,Kreditorgeschäftspartner,,Buchungsbelegart,Sollbetrag in Hauswährung,Habenbetrag in Hauswährung,
,460100,Messekosten,10.09.2025,200000004942,3,Ausstellergebühr BDWS- Techniktagung,1010123,Deutsche Sicherheits-Akademie GmbH,Lieferantenrechnung,750.00 EUR,,
,460100,Messekosten,31.05.2025,127,1,UB Kosten BC-Konferenz,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,"9,175.00 EUR",,
,461000,Werbekosten,31.12.2025,326,13,Keywordpauschale 15.04.2025-14.04.2026,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,59.90 EUR,,
,461000,Werbekosten,31.12.2025,326,15,SE Ranking 4.2025-04.2026 BK,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,29.07 EUR,,
,461000,Werbekosten,31.12.2025,326,16,SE Ranking 4.2025-04.2026 BC,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,29.07 EUR,,
,461000,Werbekosten,31.12.2025,326,24,LinkedIn Sales Navi. 9.9.25-9.9.26 LH,#,Nicht zugeordnet,Manuelle Buchung für Erfassungsbelege,66.11 EUR,,
,461000,Werbekosten,31.12.2025,200000006276,4,Google BSK 12/2025,1010217,Google Ireland Limited,Lieferantenrechnung,"5,333.71 EUR",,
,461000,Werbekosten,31.12.2025,200000006276,5,Google BC 12/2025,1010217,Google Ireland Limited,Lieferantenrechnung,"4,996.61 EUR",,
,461000,Werbekosten,31.12.2025,200000006276,7,Google Marketing 12/2025,1010217,Google Ireland Limited,Lieferantenrechnung,59.72 EUR,,
,461000,Werbekosten,31.12.2025,200000006276,8,Google allgemein 12/2025,1010217,Google Ireland Limited,Lieferantenrechnung,33.30 EUR,,
,461000,Werbekosten,31.12.2025,200000006291,3,Fachartikel BC -Insider Magazin 12/25,10007863,Oliver Pohl,Lieferantenrechnung,500.00 EUR,,
,461000,Werbekosten,29.12.2025,200000006267,4,BK-Traffic-Instagramaccount,10003001,Meta Platforms Ireland Limited,Lieferantenrechnung,11.77 EUR,,
,461000,Werbekosten,29.12.2025,200000006267,5,2025-09-BC-D-Traffic-Praxisleitfaden,10003001,Meta Platforms Ireland Limited,Lieferantenrechnung,77.23 EUR,,
,461000,Werbekosten,22.12.2025,200000006237,4,2025-09-BC-D-Traffic-Praxisleitfaden,10003001,Meta Platforms Ireland Limited,Lieferantenrechnung,8.92 EUR,,
,461000,Werbekosten,22.12.2025,200000006237,5,Instagram Beitrag BK,10003001,Meta Platforms Ireland Limited,Lieferantenrechnung,4.38 EUR,,
,461000,Werbekosten,22.12.2025,200000006265,3,Infostand BC - KVD 10.12.25 Wittlich,10006556,PSG Sozialwerk GmbH,Lieferantenrechnung,150.00 EUR,,
,461000,Werbekosten,21.12.2025,200000006236,4,BK-Traffic-Instagramaccount,10003001,Meta Platforms Ireland Limited,Lieferantenrechnung,18.70 EUR,,
,461000,Werbekosten,21.12.2025,200000006236,5,2025-09-BC-D-Traffic-Praxisleitfaden,10003001,Meta Platforms Ireland Limited,Lieferantenrechnung,70.30 EUR,,
,461000,Werbekosten,19.12.2025,200000006285,4,BC Fachdialog,10000892,Linkedin Ireland Unlimited,Lieferantenrechnung,101.99 EUR,,
,461000,Werbekosten,18.12.2025,200000006243,4,Microsoft/Google BK,1010211,Microsoft Ireland Operations Ltd.,Lieferantenrechnung,750.00 EUR,,
,461000,Werbekosten,18.12.2025,200000006243,5,Microsoft/Google BC,1010211,Microsoft Ireland Operations Ltd.,Lieferantenrechnung,750.00 EUR,,
